,BrdIndx,Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,BrdIndx_40,Area_40,Round_40,Bright_40,Compact_40,ShpIndx_40,Mean_G_40,Mean_R_40,Mean_NIR_40,SD_G_40,SD_R_40,SD_NIR_40,LW_40,GLCM1_40,Rect_40,GLCM2_40,Dens_40,Assym_40,NDVI_40,BordLngth_40,GLCM3_40,BrdIndx_60,Area_60,Round_60,Bright_60,Compact_60,ShpIndx_60,Mean_G_60,Mean_R_60,Mean_NIR_60,SD_G_60,SD_R_60,SD_NIR_60,LW_60,GLCM1_60,Rect_60,GLCM2_60,Dens_60,Assym_60,NDVI_60,BordLngth_60,GLCM3_60,BrdIndx_80,Area_80,Round_80,Bright_80,Compact_80,ShpIndx_80,Mean_G_80,Mean_R_80,Mean_NIR_80,SD_G_80,SD_R_80,SD_NIR_80,LW_80,GLCM1_80,Rect_80,GLCM2_80,Dens_80,Assym_80,NDVI_80,BordLngth_80,GLCM3_80,BrdIndx_100,Area_100,Round_100,Bright_100,Compact_100,ShpIndx_100,Mean_G_100,Mean_R_100,Mean_NIR_100,SD_G_100,SD_R_100,SD_NIR_100,LW_100,GLCM1_100,Rect_100,GLCM2_100,Dens_100,Assym_100,NDVI_100,BordLngth_100,GLCM3_100,BrdIndx_120,Area_120,Round_120,Bright_120,Compact_120,ShpIndx_120,Mean_G_120,Mean_R_120,Mean_NIR_120,SD_G_120,SD_R_120,SD_NIR_120,LW_120,GLCM1_120,Rect_120,GLCM2_120,Dens_120,Assym_120,NDVI_120,BordLngth_120,GLCM3_120,BrdIndx_140,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140
BordLngth_80,0.194370937,0.031850009,0.094099933,0.118421558,0.113174141,0.223790902,0.163030446,0.100575603,0.073629193,-0.186645199,-0.189673505,-0.158321318,0.091205081,-0.03897845,-0.08325402,0.003993259,-0.144210423,0.197195861,0.04078105,0.225666295,-0.022541716,0.29367495,0.213757711,0.257298661,0.131698258,0.228816404,0.358591289,0.179519966,0.111089511,0.086048375,-0.185843235,-0.190697077,-0.17953186,0.13400272,0.034077582,-0.198273358,0.07414001,-0.260016793,0.209269915,0.042749252,0.458451716,-0.095930616,0.446688359,0.384183757,0.380477129,0.141905442,0.346292586,0.549257922,0.185671275,0.122127355,0.097526941,-0.217540438,-0.207773985,-0.201084017,0.202599094,-0.01198979,-0.352930446,0.046722828,-0.432041259,0.289835529,0.037505283,0.662003056,-0.059983982,0.609903134,0.769429492,0.508835501,0.142339731,0.495165282,0.779988392,0.178712112,0.126332062,0.102517892,-0.184812296,-0.186777728,-0.185384782,0.318727543,0.059999014,-0.478432998,0.126555823,-0.563082855,0.31138032,0.027792912,1,-0.138041168,0.452250963,0.711335615,0.386571561,0.151185045,0.391273492,0.626174391,0.179623661,0.137829559,0.115748319,-0.243805634,-0.228485797,-0.228756346,0.2913025,0.001859248,-0.362885999,0.012868574,-0.514291671,0.32968797,0.00121259,0.828916006,-0.073709774,0.396266888,0.666526825,0.386816384,0.15155271,0.389734435,0.558958828,0.175089791,0.138648918,0.122195559,-0.256767441,-0.23348293,-0.239895542,0.264094389,-0.021854551,-0.32825321,-0.039519208,-0.489557695,0.320524936,-0.01231358,0.741703276,-0.047734263,0.395873348,0.568812576,0.380457508,0.146589488,0.379932336,0.552848387,0.171133146,0.133422876,0.119224421,-0.266987562,-0.23325137,-0.239376442,0.26128859,-0.045326624,-0.332024317,-0.053382665,-0.487191156,0.318823852,-0.012671016,0.65495712,-0.024718783
GLCM3_80,-0.138680176,0.34734371,-0.194132909,0.279978578,-0.198313646,-0.128583623,0.026994405,0.373967236,0.346453077,-0.256709965,-0.197721026,-0.18682866,0.069148257,-0.476359317,0.254491094,-0.143116176,0.179753549,0.031651993,-0.479146573,0.241955066,0.283714124,-0.138677824,0.230617349,-0.134651578,0.271799204,-0.152262172,-0.097512906,0.027853594,0.361063768,0.338265918,-0.306112822,-0.152355802,-0.139956517,0.1195548,-0.628246204,0.167444247,-0.361860862,0.038280448,0.045819437,-0.482238348,0.132763214,0.574990435,-0.189961893,0.118362499,-0.188880231,0.262878077,-0.185400343,-0.143513376,0.019396506,0.353238628,0.332314072,-0.378368481,-0.190369705,-0.173860786,0.120781606,-0.771787958,0.181847237,-0.517351068,0.038282572,0.056562745,-0.496015533,-0.01469655,0.77408006,-0.268732676,-0.023211487,-0.231058889,0.278388468,-0.194728266,-0.216233789,0.046457921,0.361759304,0.345386252,-0.494707688,-0.292422872,-0.282125352,0.126047053,-0.928006406,0.268876787,-0.644487194,0.071186945,0.05232604,-0.498990282,-0.138041168,1,-0.120152578,0.049402433,-0.154511331,0.265982172,-0.109552377,-0.080614863,0.046386705,0.344426812,0.32938054,-0.388219607,-0.22586851,-0.229145963,0.151961441,-0.730067154,0.145345672,-0.466334366,0.028572545,0.0516576,-0.485669846,-0.007186005,0.768797281,-0.142189355,0.038586648,-0.165870863,0.261324319,-0.111797515,-0.10935584,0.05376253,0.334944297,0.321489596,-0.389415041,-0.236554466,-0.239586007,0.149609856,-0.67944896,0.157744095,-0.444385439,0.052039952,0.026566777,-0.473626535,-0.036319909,0.710852638,-0.171911172,0.015310731,-0.17889784,0.262318046,-0.119404332,-0.141252544,0.061886732,0.333457898,0.319757565,-0.382386842,-0.244827013,-0.250068383,0.142469071,-0.659858159,0.191818044,-0.444437093,0.08638482,-0.001194571,-0.474013011,-0.061376402,0.674860506
BrdIndx_100,0.1804141,-0.264158705,0.187206345,-0.000589361,0.203486669,0.170471939,0.139694334,-0.052357852,-0.069526615,0.224605699,0.190815552,0.227031942,-0.048507336,0.154281312,-0.232413542,0.04748399,-0.220776364,0.075084384,0.22150117,-0.080963875,-0.006494402,0.474505569,-0.110058858,0.431467346,-0.020069028,0.410456011,0.441048483,0.116983115,-0.068323477,-0.085126084,0.171977801,0.171854039,0.191100185,-0.061773731,0.1341107,-0.420952,0.278756387,-0.267021841,-0.013368679,0.218675551,0.224719422,-0.022154255,0.602440416,-0.078387064,0.531290268,-0.022667273,0.493918728,0.556242669,0.108394234,-0.067920185,-0.085946193,0.155067043,0.144148574,0.162234978,-0.084612481,0.103185681,-0.513180348,0.285891071,-0.296737574,-0.014206188,0.205554369,0.306239274,-0.017772492,0.812321251,0.063355016,0.667272933,-0.037688569,0.612187698,0.744294139,0.084683731,-0.077754815,-0.096174277,0.197685197,0.192863417,0.196047574,-0.09195283,0.173355187,-0.669246496,0.407400521,-0.400232948,0.035994551,0.202290022,0.452250963,-0.120152578,1,0.242649684,0.799627055,-0.062881215,0.745620287,0.913201058,0.073994685,-0.106378211,-0.125016332,0.243814103,0.25847099,0.256419987,-0.095337684,0.286587593,-0.801168941,0.542647869,-0.498056488,0.088568592,0.23411203,0.653811115,-0.268348529,0.864559075,0.22804656,0.668304946,-0.072181331,0.617229065,0.800052391,0.051056067,-0.111206214,-0.125362871,0.200715777,0.253248509,0.242441879,-0.089941806,0.246198358,-0.708387986,0.464751849,-0.440306834,0.086480549,0.214611125,0.566551065,-0.227316736,0.777430249,0.20914693,0.580578351,-0.085374657,0.487717778,0.714741774,0.030654192,-0.121551432,-0.133212199,0.190221359,0.253032231,0.244124832,-0.081943715,0.243981398,-0.622639368,0.43990668,-0.398835985,0.109372267,0.208020948,0.468288235,-0.237373735
Area_100,0.164670662,0.160431084,0.019783667,0.243351185,0.018922519,0.188208163,0.206283792,0.246798721,0.222434122,-0.312512785,-0.292826291,-0.274547781,0.082275179,-0.179831535,0.028443978,-0.061766634,-0.032944172,0.163849282,-0.088346853,0.31717726,0.034338999,0.112780025,0.441357113,0.092962943,0.254514895,0.045443968,0.192208812,0.222206203,0.255001595,0.232835442,-0.319935039,-0.306529093,-0.301520836,0.125316587,-0.13206366,-0.023790931,-0.141421467,-0.131580033,0.163234317,-0.086349606,0.453826972,0.015602194,0.187881929,0.559053344,0.190277163,0.262113268,0.133211222,0.291415382,0.23322869,0.260740895,0.239567857,-0.355482159,-0.328988324,-0.323274936,0.171602074,-0.162836548,-0.135156096,-0.180411798,-0.265487694,0.235169481,-0.083600937,0.5474923,0.048334581,0.214685487,0.838303205,0.224958477,0.27413642,0.264650518,0.342233624,0.243404311,0.273343885,0.25412772,-0.370804413,-0.353811069,-0.353245643,0.209107614,-0.143211013,-0.137988663,-0.206636851,-0.27670662,0.198668964,-0.093343131,0.711335615,0.049402433,0.242649684,1,0.218453301,0.277975894,0.303040871,0.375365828,0.24715512,0.277034521,0.25978149,-0.360531085,-0.345564084,-0.349908166,0.194436613,-0.108070082,-0.14805993,-0.186699873,-0.30263278,0.234227421,-0.106327889,0.800546887,-0.001458058,0.210386768,0.888442619,0.261095998,0.282583776,0.339959833,0.330864676,0.250190276,0.281213296,0.269042951,-0.387252656,-0.365915861,-0.374195707,0.164545681,-0.154642978,-0.151099428,-0.245572984,-0.311317705,0.229459822,-0.120259249,0.695358154,0.046698783,0.205420443,0.775500624,0.254395656,0.280281355,0.3203989,0.329938626,0.251336367,0.278077817,0.267775852,-0.409770239,-0.37717464,-0.386176646,0.174496101,-0.18626198,-0.159322357,-0.266430134,-0.318449985,0.236272879,-0.122987782,0.626707848,0.074774082
Round_100,0.105522734,-0.203759674,0.173585084,0.013880813,0.177793912,0.154282821,0.138256838,-0.028593733,-0.053781584,0.175623579,0.12141443,0.155106498,0.099217371,0.164483244,-0.189299961,0.113056621,-0.292149758,0.215901235,0.207149014,-0.019529741,-0.068274207,0.363883679,-0.059508781,0.464330087,0.007474498,0.433468232,0.407722183,0.128954892,-0.033112171,-0.057394628,0.137306932,0.088637838,0.102005947,0.065111547,0.154181721,-0.445918562,0.246211321,-0.420322888,0.160080849,0.201631684,0.253459185,-0.077813141,0.496617507,-0.032974494,0.628778293,0.005919705,0.567468837,0.514284457,0.119884785,-0.031301268,-0.056169048,0.116751902,0.086053041,0.09657943,0.034710773,0.122913509,-0.595464021,0.257147332,-0.477974859,0.151996321,0.19115731,0.318027667,-0.06782179,0.639930237,0.064120529,0.807831086,-0.007612228,0.711365474,0.62658438,0.100419155,-0.040960924,-0.065847142,0.160817437,0.141856696,0.140862257,0.00340809,0.186170224,-0.739784602,0.343979613,-0.565298094,0.166156724,0.18951226,0.386571561,-0.154511331,0.799627055,0.218453301,1,-0.021417034,0.878137241,0.761391673,0.097282275,-0.057735539,-0.082228792,0.201149231,0.198388741,0.190646024,-0.024148526,0.285708971,-0.883650423,0.450842778,-0.656500123,0.195289836,0.212524901,0.549922496,-0.266979465,0.692144612,0.216197264,0.816822513,-0.029949142,0.711011024,0.662656423,0.072670642,-0.060820253,-0.080489106,0.175249234,0.197255687,0.185938119,-0.029122337,0.246747186,-0.790470258,0.386915219,-0.572510604,0.159963227,0.187855629,0.487016789,-0.232438239,0.640643582,0.214811351,0.719774519,-0.035629158,0.603377364,0.608133526,0.061057827,-0.064608764,-0.081688798,0.163627209,0.199920468,0.190788882,-0.023566388,0.241647142,-0.73084881,0.368506548,-0.535988851,0.177480677,0.181018673,0.417469423,-0.22753652
Bright_100,-0.054380019,0.377113858,-0.099026736,0.948714417,-0.128238237,-0.044857087,0.786063036,0.925077206,0.922052076,-0.296946389,-0.277511566,-0.307949995,0.054219296,-0.297614825,0.135465011,-0.090547018,0.130507481,0.046097984,-0.27047484,0.296812877,0.070220397,-0.062745377,0.312005137,-0.012121954,0.96273314,0.024266516,-0.042232958,0.812262031,0.93689645,0.934462415,-0.357207385,-0.262350363,-0.290160345,0.061132933,-0.351122843,0.035963066,-0.302686737,0.037032228,-0.012809579,-0.283569422,0.222886448,0.22137001,-0.060921757,0.359629056,0.011935604,0.97382129,0.030771092,-0.020057068,0.823558758,0.950058709,0.947389583,-0.361343844,-0.243498077,-0.26818629,0.089898036,-0.355797231,0.02215771,-0.327072116,-0.016531936,0.015492052,-0.297390348,0.223481353,0.25366179,-0.086714892,0.308819249,-0.004681616,0.987524968,0.048645244,-0.055203998,0.848645778,0.964282193,0.961529994,-0.386702928,-0.266591955,-0.285667897,0.072020414,-0.345159105,0.041692996,-0.363718718,0.011753709,0.001236707,-0.306400581,0.151185045,0.265982172,-0.062881215,0.277975894,-0.021417034,1,0.055381265,-0.04116581,0.869264174,0.976103915,0.973231794,-0.448766755,-0.311488051,-0.338375247,0.068390222,-0.414021928,0.016928591,-0.423955773,0.0214043,-0.03738607,-0.340199845,0.133156161,0.355429967,-0.117238056,0.250001562,-0.025367736,0.989405452,0.040583231,-0.095572211,0.872672374,0.965279958,0.965180552,-0.485343719,-0.34676591,-0.378036515,0.063098895,-0.424087426,0.053814539,-0.461254303,0.059767826,-0.068654429,-0.354561097,0.081323744,0.36941666,-0.107526705,0.237321813,-0.01759884,0.982624899,0.060527391,-0.082968517,0.875689871,0.959513594,0.959607749,-0.470356314,-0.338713506,-0.36835185,0.063794752,-0.415328518,0.053170457,-0.45964133,0.04056233,-0.056132056,-0.365588627,0.093228403,0.35507505
Compact_100,0.044548157,-0.167139144,0.07958357,0.093240738,0.102040684,0.090002804,0.16137843,0.059855085,0.049233038,0.142709156,0.097751457,0.124998454,0.088087642,0.105066324,-0.109757843,0.044898431,-0.220993142,0.165232866,0.121978886,-0.03635613,-0.031741655,0.272846494,-0.024062721,0.379373387,0.084456475,0.392475814,0.349201374,0.151193067,0.052893608,0.042965545,0.11811636,0.095141979,0.10434825,0.100314792,0.098811319,-0.38498448,0.173708318,-0.390190486,0.14787361,0.116611264,0.264448327,-0.037116403,0.399298334,-0.013444338,0.520000484,0.083674335,0.532144245,0.445005605,0.14431643,0.055339464,0.044433355,0.106431595,0.092220522,0.100933169,0.064054356,0.068610566,-0.534765893,0.181870661,-0.439991034,0.126786625,0.107068336,0.292909477,-0.027232226,0.594631516,0.09944553,0.746672129,0.073613006,0.819773693,0.574399501,0.130824625,0.047877517,0.037728716,0.13564815,0.128173142,0.126058872,-0.010868402,0.148674389,-0.686704555,0.254841597,-0.515352617,0.121687383,0.106967733,0.391273492,-0.109552377,0.745620287,0.303040871,0.878137241,0.055381265,1,0.701570404,0.121213266,0.028041468,0.018131356,0.162822162,0.170991006,0.16637658,-0.03575236,0.220992761,-0.785127535,0.339412605,-0.587998087,0.156996632,0.124127921,0.583670466,-0.191618467,0.651944855,0.288692428,0.757979372,0.046648498,0.847441464,0.619587495,0.101193598,0.024141148,0.016766666,0.133486177,0.167271314,0.158091125,-0.038036678,0.186405168,-0.717398689,0.288778813,-0.534993173,0.142268192,0.10424151,0.516552652,-0.161363802,0.591416885,0.287529033,0.670921716,0.041589386,0.708502227,0.558907672,0.093262587,0.020346834,0.014544414,0.122651435,0.162905546,0.154890775,-0.033446422,0.173729961,-0.655581629,0.265690478,-0.495350711,0.151887643,0.100241018,0.444322918,-0.158541776
ShpIndx_100,0.171506205,-0.245685244,0.172240823,0.009936462,0.19468862,0.20865963,0.125842966,-0.029315372,-0.052855716,0.169187803,0.135287928,0.177112264,0.097016195,0.129117972,-0.219863529,0.034830093,-0.297100672,0.171710922,0.175973488,-0.028989673,0.00731662,0.436630658,-0.071400665,0.412759236,-0.007288667,0.387482743,0.487998597,0.110058509,-0.045683779,-0.067981185,0.125333243,0.138158868,0.157850612,0.141934097,0.128513071,-0.402211927,0.278877661,-0.397890437,0.130851586,0.178714367,0.301799691,-0.028488968,0.5680426,-0.002792588,0.5064353,-0.008597802,0.467022199,0.629319196,0.10373042,-0.044865966,-0.067517752,0.096229134,0.104342935,0.12234266,0.162067882,0.08399663,-0.493674858,0.269317282,-0.469535326,0.166321169,0.168883465,0.427805274,-0.01198463,0.747971912,0.211135092,0.647336964,-0.021330566,0.586102624,0.83634925,0.083702957,-0.053482,-0.075801419,0.136701812,0.151795798,0.155722676,0.229087084,0.120498136,-0.645737339,0.375963096,-0.609875051,0.243324244,0.166041241,0.626174391,-0.080614863,0.913201058,0.375365828,0.761391673,-0.04116581,0.701570404,1,0.075350482,-0.075761988,-0.098648847,0.176556693,0.207461399,0.205122736,0.243921843,0.234982152,-0.759709024,0.496837889,-0.715556446,0.317360371,0.188813971,0.81051556,-0.219083591,0.799795543,0.358379266,0.665434674,-0.050041397,0.614412984,0.88759126,0.054782471,-0.081299872,-0.099029837,0.139063433,0.20176992,0.19014277,0.231062782,0.201375495,-0.686405286,0.423729713,-0.657158216,0.305164093,0.171741547,0.716050107,-0.184874298,0.730994581,0.318174307,0.597516475,-0.061409471,0.516268442,0.812337396,0.037752126,-0.090641357,-0.105689005,0.122814012,0.196158289,0.186695146,0.231605489,0.193395701,-0.618280022,0.39670252,-0.608636625,0.307884213,0.166340921,0.604442034,-0.185095876
Mean_G_100,0.039820882,0.218211533,-0.002438047,0.824326891,-0.03174468,0.048375741,0.93601574,0.698666435,0.688938069,-0.13587009,-0.166038871,-0.173839298,0.047206792,-0.080868489,-0.00181997,0.062397345,0.025874167,0.052351444,0.197227552,0.200815123,-0.055924851,0.053957737,0.207153237,0.07437962,0.831786532,0.101984966,0.046645914,0.952119339,0.706472499,0.697004218,-0.220430587,-0.197607293,-0.222314958,0.024641105,-0.12146122,-0.065433345,-0.078581761,0.015843984,-0.072052089,0.18750112,0.176016423,0.025012648,0.084304495,0.270983192,0.117869813,0.845822908,0.127390757,0.093377009,0.963487652,0.721785509,0.713517911,-0.226719937,-0.180551081,-0.201146457,0.051718821,-0.122145076,-0.084758469,-0.0729892,-0.034513384,-0.041953784,0.177936731,0.223842475,0.033880582,0.068738325,0.25299421,0.103286409,0.858598646,0.12078482,0.074058695,0.981423319,0.737674683,0.728524473,-0.235990932,-0.183180438,-0.202320877,0.046709534,-0.123842277,-0.065132828,-0.100399681,-0.007659154,-0.073489363,0.175896113,0.179623661,0.046386705,0.073994685,0.24715512,0.097282275,0.869264174,0.121213266,0.075350482,1,0.748453102,0.740073139,-0.308128555,-0.235236778,-0.264573481,0.050583886,-0.197772618,-0.088654261,-0.176457773,-0.007103381,-0.098062616,0.152024036,0.165690598,0.138274779,0.019747231,0.225775647,0.08048904,0.8500138,0.097533361,0.026122351,0.975780106,0.736527566,0.733994244,-0.339574519,-0.259179451,-0.297217954,0.048978332,-0.222471145,-0.053784485,-0.226299788,0.024016315,-0.105414456,0.117865799,0.12127957,0.168351495,0.029947338,0.224809156,0.083595957,0.834874055,0.105008018,0.037863294,0.959627735,0.727228777,0.726109894,-0.312964454,-0.23451367,-0.268656055,0.052604648,-0.220062571,-0.072043118,-0.222621219,-0.011233134,-0.06979358,0.099867206,0.13061099,0.163961408
Mean_R_100,-0.082858217,0.429520727,-0.128718014,0.927105619,-0.154889933,-0.071836709,0.664567794,0.953895302,0.939807415,-0.353738842,-0.317762526,-0.352226636,0.058969107,-0.383098075,0.182283895,-0.14465186,0.16065137,0.050631145,-0.445830912,0.332547597,0.132537037,-0.097482925,0.341991769,-0.036996293,0.942904212,-0.003196186,-0.065569366,0.692699216,0.966382286,0.953744702,-0.403753135,-0.290050723,-0.31541392,0.075401668,-0.440004614,0.06851825,-0.378515776,0.03478059,0.020084291,-0.459498631,0.239855382,0.301780281,-0.108475839,0.377509039,-0.022008022,0.951313006,-0.005583619,-0.055801457,0.702762604,0.976929333,0.963579055,-0.405559066,-0.270670992,-0.293960688,0.102852472,-0.442916302,0.056193809,-0.413698204,-0.016729368,0.041928729,-0.473413231,0.216654136,0.339077888,-0.13796005,0.316778674,-0.038138197,0.964068443,0.019091083,-0.095577543,0.728849776,0.98911362,0.975791688,-0.433144791,-0.298393671,-0.315428343,0.081639663,-0.422708273,0.075021095,-0.447876533,0.010317358,0.03652179,-0.484254533,0.137829559,0.344426812,-0.106378211,0.277034521,-0.057735539,0.976103915,0.028041468,-0.075761988,0.748453102,1,0.98675403,-0.484980978,-0.336201972,-0.360485068,0.074368341,-0.480912015,0.050542809,-0.494622749,0.023140741,-0.004828819,-0.519234625,0.119691769,0.421916387,-0.156681441,0.248419848,-0.057170533,0.970322276,0.017805748,-0.128519715,0.761058814,0.991059649,0.980689494,-0.52330242,-0.373678707,-0.401453722,0.067278315,-0.485173484,0.084821231,-0.525873265,0.061678666,-0.045988995,-0.528421402,0.068316539,0.430256912,-0.147687804,0.229644134,-0.048564607,0.966755203,0.041802409,-0.116472362,0.770588468,0.986243875,0.976375931,-0.515457977,-0.372223033,-0.398343967,0.066579553,-0.476010489,0.093622674,-0.525154473,0.051538838,-0.043790831,-0.536617633,0.078939294,0.415568748
Mean_NIR_100,-0.096838984,0.397140189,-0.134925238,0.922513946,-0.162433896,-0.089624213,0.654704997,0.937897261,0.95276967,-0.32745833,-0.285768637,-0.326507142,0.046350232,-0.345951351,0.182505377,-0.15086363,0.167686358,0.028342648,-0.445554747,0.293269686,0.102125527,-0.116690937,0.319651323,-0.058689267,0.938015576,-0.017997982,-0.087508675,0.68327314,0.950531535,0.965281788,-0.367572816,-0.245942741,-0.274417769,0.067582941,-0.398222439,0.083393568,-0.366682491,0.0515915,0.005903412,-0.458798038,0.208812329,0.269988678,-0.126335196,0.358149832,-0.045847207,0.94754383,-0.019546173,-0.077154794,0.693941281,0.962413246,0.976229086,-0.371619722,-0.229199633,-0.254823619,0.094449499,-0.407419768,0.07507711,-0.401589174,0.001926012,0.034773024,-0.473917088,0.193522182,0.311923722,-0.152827139,0.297783568,-0.061990718,0.960786264,0.009380754,-0.115313678,0.720019463,0.97499599,0.989315853,-0.404356438,-0.261302504,-0.279324662,0.071906105,-0.397938529,0.092053377,-0.442765289,0.028092862,0.028482382,-0.485535044,0.115748319,0.32938054,-0.125016332,0.25978149,-0.082228792,0.973231794,0.018131356,-0.098648847,0.740073139,0.98675403,1,-0.458237612,-0.300064048,-0.323141693,0.066221721,-0.462266318,0.069997696,-0.493583963,0.040670581,-0.013037536,-0.5210946,0.097269093,0.414534265,-0.174777835,0.231392163,-0.079189643,0.966800269,0.008641842,-0.150300742,0.757110871,0.976685948,0.989485966,-0.491392224,-0.337009523,-0.360957214,0.060510349,-0.464139445,0.10528583,-0.520265378,0.078785509,-0.049411591,-0.521435686,0.047084524,0.418258938,-0.166329115,0.217095039,-0.069552573,0.964978033,0.031812518,-0.138437795,0.769341445,0.973920016,0.985504085,-0.481406803,-0.337697499,-0.362259113,0.060027409,-0.451768414,0.11003464,-0.519758952,0.067068658,-0.04804398,-0.527602097,0.060602915,0.398055068
SD_G_100,-0.130257356,-0.49654144,0.010574704,-0.352990408,0.057063535,-0.137083338,-0.191467959,-0.408570362,-0.36434441,0.715112013,0.632805578,0.611110863,-0.098887907,0.413892256,-0.139691308,-0.021108836,-0.177101471,-0.110064637,0.3416234,-0.552992429,-0.036573523,0.040934388,-0.446558859,0.078568526,-0.379914336,0.119836739,0.002562708,-0.23152012,-0.427013257,-0.386289438,0.722336943,0.633388186,0.616303517,-0.100337058,0.394352502,-0.157308485,0.3527692,-0.073568926,-0.165343839,0.335107654,-0.418192398,-0.138774405,0.072712556,-0.49445896,0.077817696,-0.395313586,0.125126832,-9.94E-05,-0.254462351,-0.437598882,-0.400192497,0.81642012,0.700801373,0.692311719,-0.148683569,0.479390371,-0.14486839,0.491240212,0.015361442,-0.202804341,0.32041025,-0.375776462,-0.296349535,0.17644232,-0.44145812,0.143688787,-0.428225737,0.144687031,0.10219936,-0.297379953,-0.4640673,-0.43056463,0.887893151,0.780858694,0.77963687,-0.135533454,0.521591714,-0.240324098,0.616577025,-0.045949577,-0.144740459,0.318259108,-0.243805634,-0.388219607,0.243814103,-0.360531085,0.201149231,-0.448766755,0.162822162,0.176556693,-0.308128555,-0.484980978,-0.458237612,1,0.87590148,0.87948484,-0.112988426,0.627235903,-0.262973061,0.756334958,-0.08110038,-0.113461756,0.368400215,-0.130527354,-0.537380781,0.245587944,-0.342921063,0.161192825,-0.454346666,0.125853822,0.187890406,-0.320238975,-0.486930153,-0.465940901,0.912161534,0.825121463,0.830870259,-0.097803338,0.574597787,-0.243409643,0.720764808,-0.082617537,-0.057594954,0.369284206,-0.109431419,-0.482869338,0.202212754,-0.322819542,0.117425448,-0.459066933,0.063709061,0.141560737,-0.333652262,-0.488839171,-0.469250818,0.873019063,0.797766569,0.803323101,-0.097893744,0.566576885,-0.196350143,0.695704498,-0.052299208,-0.062478191,0.367882735,-0.136320674,-0.466939443
